YEAR,MON/MMM,Dec year,NINO34_MEAN,NINO34_CLIM,NINO34_ANOM,ONI,PHASE
2004,8,2004.58,27.6,26.91,0.7,0.64,E
2004,9,2004.67,27.52,26.8,0.73,0.7,E
2004,10,2004.75,27.44,26.75,0.68,0.67,E
2004,11,2004.83,27.36,26.75,0.61,0.66,E
2004,12,2004.92,27.34,26.65,0.69,0.69,E
2005,1,2005.00,27.21,26.45,0.76,0.64,E
2005,2,2005.08,27.12,26.66,0.46,0.58,E
2005,3,2005.17,27.74,27.21,0.53,0.45,N
2005,4,2005.25,28.09,27.73,0.35,0.43,N
2005,5,2005.33,28.24,27.85,0.39,0.29,N
2005,6,2005.42,27.77,27.65,0.12,0.11,N
2005,7,2005.50,27.07,27.26,-0.19,-0.06,N
2005,8,2005.58,26.8,26.91,-0.1,-0.14,N
2005,9,2005.67,26.68,26.8,-0.11,-0.11,N
2005,10,2005.75,26.65,26.75,-0.1,-0.28,N
2005,11,2005.83,26.11,26.75,-0.64,-0.57,L
2005,12,2005.92,25.68,26.65,-0.97,-0.84,L
2006,1,2006.00,25.64,26.55,-0.91,-0.85,L
2006,2,2006.08,26.09,26.77,-0.67,-0.77,L
2006,3,2006.17,26.58,27.3,-0.71,-0.57,L
2006,4,2006.25,27.51,27.83,-0.32,-0.37,N
2006,5,2006.33,27.85,27.94,-0.09,-0.14,N
2006,6,2006.42,27.73,27.73,0,-0.03,N
2006,7,2006.50,27.3,27.29,0,0.1,N
2006,8,2006.58,27.16,26.86,0.3,0.3,N
2006,9,2006.67,27.32,26.72,0.6,0.53,E
2006,10,2006.75,27.42,26.72,0.7,0.76,E
2006,11,2006.83,27.7,26.7,0.99,0.94,E
2006,12,2006.92,27.74,26.6,1.14,0.94,E
2007,1,2007.00,27.25,26.55,0.7,0.66,E
2007,2,2007.08,26.9,26.77,0.13,0.22,N
2007,3,2007.17,27.12,27.3,-0.18,-0.12,N
2007,4,2007.25,27.51,27.83,-0.31,-0.32,N
2007,5,2007.33,27.46,27.94,-0.47,-0.38,N
2007,6,2007.42,27.37,27.73,-0.36,-0.47,N
2007,7,2007.50,26.7,27.29,-0.59,-0.56,L
2007,8,2007.58,26.13,26.86,-0.72,-0.81,L
2007,9,2007.67,25.61,26.72,-1.11,-1.08,L
2007,10,2007.75,25.33,26.72,-1.39,-1.34,L
2007,11,2007.83,25.17,26.7,-1.53,-1.5,L
2007,12,2007.92,25.02,26.6,-1.58,-1.6,L
2008,1,2008.00,24.87,26.55,-1.68,-1.64,L
2008,2,2008.08,25.1,26.77,-1.67,-1.52,L
2008,3,2008.17,26.09,27.3,-1.21,-1.29,L
2008,4,2008.25,26.84,27.83,-0.99,-1.01,L
2008,5,2008.33,27.09,27.94,-0.84,-0.84,L
2008,6,2008.42,27.04,27.73,-0.69,-0.61,L
2008,7,2008.50,26.99,27.29,-0.3,-0.37,N
2008,8,2008.58,26.72,26.86,-0.13,-0.23,N
2008,9,2008.67,26.47,26.72,-0.25,-0.25,N
2008,10,2008.75,26.37,26.72,-0.35,-0.35,N
2008,11,2008.83,26.25,26.7,-0.46,-0.56,L
2008,12,2008.92,25.74,26.6,-0.86,-0.74,L
2009,1,2009.00,25.67,26.55,-0.89,-0.85,L
2009,2,2009.08,25.97,26.77,-0.79,-0.79,L
2009,3,2009.17,26.6,27.3,-0.7,-0.61,L
2009,4,2009.25,27.48,27.83,-0.35,-0.33,N
2009,5,2009.33,27.99,27.94,0.06,0.01,N
2009,6,2009.42,28.04,27.73,0.31,0.28,N
2009,7,2009.50,27.77,27.29,0.48,0.45,N
2009,8,2009.58,27.42,26.86,0.56,0.57,E
2009,9,2009.67,27.4,26.72,0.68,0.71,E
2009,10,2009.75,27.61,26.72,0.89,1.01,E
2009,11,2009.83,28.15,26.7,1.45,1.36,E
2009,12,2009.92,28.33,26.6,1.73,1.56,E
2010,1,2010.00,28.06,26.55,1.51,1.5,E
2010,2,2010.08,28.01,26.77,1.25,1.22,E
2010,3,2010.17,28.19,27.3,0.9,0.84,E
2010,4,2010.25,28.21,27.83,0.39,0.36,N
2010,5,2010.33,27.72,27.94,-0.22,-0.17,N
2010,6,2010.42,27.04,27.73,-0.69,-0.66,L
2010,7,2010.50,26.23,27.29,-1.07,-1.05,L
2010,8,2010.58,25.47,26.86,-1.38,-1.35,L
2010,9,2010.67,25.13,26.72,-1.59,-1.55,L
2010,10,2010.75,25.03,26.72,-1.69,-1.64,L
2010,11,2010.83,25.06,26.7,-1.64,-1.64,L
2010,12,2010.92,25,26.6,-1.6,-1.59,L
2011,1,2011.00,25.02,26.55,-1.54,-1.41,L
2011,2,2011.08,25.66,26.77,-1.1,-1.18,L
2011,3,2011.17,26.38,27.3,-0.91,-0.92,L
2011,4,2011.25,27.07,27.83,-0.76,-0.73,L
2011,5,2011.33,27.42,27.94,-0.52,-0.55,L
2011,6,2011.42,27.35,27.73,-0.38,-0.44,N
2011,7,2011.50,26.87,27.29,-0.42,-0.48,N
2011,8,2011.58,26.22,26.86,-0.64,-0.62,L
2011,9,2011.67,25.92,26.72,-0.79,-0.83,L
2011,10,2011.75,25.67,26.72,-1.05,-1.01,L
2011,11,2011.83,25.53,26.7,-1.18,-1.09,L
2011,12,2011.92,25.55,26.6,-1.06,-1.03,L
2012,1,2012.00,25.69,26.55,-0.87,-0.87,L
2012,2,2012.08,26.09,26.77,-0.67,-0.72,L
2012,3,2012.17,26.68,27.3,-0.61,-0.6,L
2012,4,2012.25,27.33,27.83,-0.5,-0.48,N
2012,5,2012.33,27.61,27.94,-0.32,-0.27,N
2012,6,2012.42,27.75,27.73,0.02,-0.02,N
2012,7,2012.50,27.54,27.29,0.24,0.24,N
2012,8,2012.58,27.32,26.86,0.46,0.36,N
2012,9,2012.67,27.1,26.72,0.38,0.36,N
2012,10,2012.75,26.98,26.72,0.26,0.26,N
2012,11,2012.83,26.86,26.7,0.15,0.05,N
2012,12,2012.92,26.34,26.6,-0.26,-0.21,N
2013,1,2013.00,26.03,26.55,-0.52,-0.43,N
2013,2,2013.08,26.25,26.77,-0.51,-0.43,N
2013,3,2013.17,27.04,27.3,-0.25,-0.34,N
2013,4,2013.25,27.58,27.83,-0.25,-0.3,N
2013,5,2013.33,27.54,27.94,-0.4,-0.36,N
2013,6,2013.42,27.3,27.73,-0.43,-0.41,N
2013,7,2013.50,26.9,27.29,-0.39,-0.4,N
2013,8,2013.58,26.47,26.86,-0.38,-0.32,N
2013,9,2013.67,26.54,26.72,-0.18,-0.26,N
2013,10,2013.75,26.52,26.72,-0.2,-0.18,N
2013,11,2013.83,26.56,26.7,-0.14,-0.17,N
2013,12,2013.92,26.44,26.6,-0.16,-0.27,N
2014,1,2014.00,26.05,26.55,-0.51,-0.43,N
2014,2,2014.08,26.14,26.77,-0.63,-0.47,N
2014,3,2014.17,27.01,27.3,-0.29,-0.28,N
2014,4,2014.25,27.9,27.83,0.08,0.03,N
2014,5,2014.33,28.24,27.94,0.31,0.2,N
2014,6,2014.42,27.94,27.73,0.21,0.15,N
2014,7,2014.50,27.22,27.29,-0.07,0.03,N
2014,8,2014.58,26.82,26.86,-0.04,0.05,N
2014,9,2014.67,27,26.72,0.28,0.22,N
2014,10,2014.75,27.15,26.72,0.43,0.48,N
2014,11,2014.83,27.45,26.7,0.74,0.62,E
2014,12,2014.92,27.3,26.6,0.7,0.65,E
2015,1,2015.00,27.07,26.55,0.52,0.55,E
2015,2,2015.08,27.2,26.77,0.43,0.48,N
2015,3,2015.17,27.78,27.3,0.48,0.54,E
2015,4,2015.25,28.53,27.83,0.7,0.7,E
2015,5,2015.33,28.86,27.94,0.92,0.93,E
2015,6,2015.42,28.9,27.73,1.17,1.18,E
2015,7,2015.50,28.74,27.29,1.45,1.51,E
2015,8,2015.58,28.78,26.86,1.92,1.86,E
2015,9,2015.67,28.92,26.72,2.2,2.16,E
2015,10,2015.75,29.07,26.72,2.35,2.42,E
2015,11,2015.83,29.41,26.7,2.71,2.57,E
2015,12,2015.92,29.26,26.6,2.66,2.64,E
2016,1,2016.00,29.12,26.55,2.56,2.49,E
2016,2,2016.08,29.02,26.77,2.25,2.15,E
2016,3,2016.17,28.92,27.3,1.62,1.59,E
2016,4,2016.25,28.74,27.83,0.91,0.95,E
2016,5,2016.33,28.25,27.94,0.32,0.4,N
2016,6,2016.42,27.72,27.73,-0.01,-0.05,N
2016,7,2016.50,26.83,27.29,-0.46,-0.35,N
2016,8,2016.58,26.3,26.86,-0.56,-0.53,L
2016,9,2016.67,26.16,26.72,-0.56,-0.62,L
2016,10,2016.75,25.99,26.72,-0.73,-0.68,L
2016,11,2016.83,25.96,26.7,-0.75,-0.66,L
2016,12,2016.92,26.11,26.6,-0.49,-0.56,L
2017,1,2017.00,26.13,26.55,-0.43,-0.33,N
2017,2,2017.08,26.68,26.77,-0.08,-0.16,N
2017,3,2017.17,27.33,27.3,0.03,0.05,N
2017,4,2017.25,28.03,27.83,0.21,0.2,N
2017,5,2017.33,28.29,27.94,0.36,0.3,N
2017,6,2017.42,28.06,27.73,0.33,0.32,N
2017,7,2017.50,27.55,27.29,0.26,0.15,N
2017,8,2017.58,26.71,26.86,-0.15,-0.11,N
2017,9,2017.67,26.29,26.72,-0.43,-0.38,N
2017,10,2017.75,26.15,26.72,-0.56,-0.65,L
2017,11,2017.83,25.75,26.7,-0.96,-0.84,L
2017,12,2017.92,25.61,26.6,-0.99,-0.98,L
2018,1,2018.00,25.58,26.55,-0.97,-0.91,L
2018,2,2018.08,25.99,26.77,-0.78,-0.85,L
2018,3,2018.17,26.5,27.3,-0.79,-0.69,L
2018,4,2018.25,27.33,27.83,-0.5,-0.5,N
2018,5,2018.33,27.75,27.94,-0.19,-0.21,N
2018,6,2018.42,27.79,27.73,0.06,0.01,N
2018,7,2018.50,27.44,27.29,0.14,0.11,N
2018,8,2018.58,26.97,26.86,0.11,0.25,N
2018,9,2018.67,27.21,26.72,0.49,0.51,E
2018,10,2018.75,27.64,26.72,0.92,0.78,E
2018,11,2018.83,27.63,26.7,0.92,0.91,E
2018,12,2018.92,27.5,26.6,0.9,0.83,E
2019,1,2019.00,27.21,26.55,0.66,0.76,E
2019,2,2019.08,27.49,26.77,0.72,0.73,E
2019,3,2019.17,28.11,27.3,0.82,0.72,E
2019,4,2019.25,28.46,27.83,0.63,0.67,E
2019,5,2019.33,28.5,27.94,0.56,0.55,E
2019,6,2019.42,28.19,27.73,0.46,0.46,N
2019,7,2019.50,27.65,27.29,0.36,0.29,N
2019,8,2019.58,26.91,26.86,0.05,0.15,N
2019,9,2019.67,26.77,26.72,0.05,0.2,N
2019,10,2019.75,27.22,26.72,0.5,0.36,N
2019,11,2019.83,27.24,26.7,0.54,0.52,E
2019,12,2019.92,27.13,26.6,0.53,0.56,E
2020,1,2020.00,27.16,26.55,0.61,0.5,E
2020,2,2020.08,27.14,26.77,0.37,0.49,N
2020,3,2020.17,27.78,27.3,0.48,0.41,N
2020,4,2020.25,28.2,27.83,0.37,0.2,N
2020,5,2020.33,27.67,27.94,-0.27,-0.08,N
2020,6,2020.42,27.4,27.73,-0.33,-0.3,N
2020,7,2020.50,27,27.29,-0.29,-0.4,N
2020,8,2020.58,26.28,26.86,-0.58,-0.56,L
2020,9,2020.67,25.9,26.72,-0.82,-0.88,L
2020,10,2020.75,25.48,26.72,-1.24,-1.16,L
2020,11,2020.83,25.3,26.7,-1.41,-1.26,L
2020,12,2020.92,25.46,26.6,-1.14,-1.18,L
2021,1,2021.00,25.56,26.55,-1,-1.05,L
2021,2,2021.08,25.76,26.77,-1,-0.93,L
2021,3,2021.17,26.5,27.3,-0.8,-0.84,L
2021,4,2021.25,27.11,27.83,-0.72,-0.66,L
2021,5,2021.33,27.48,27.94,-0.46,-0.49,N
2021,6,2021.42,27.45,27.73,-0.28,-0.38,N
2021,7,2021.50,26.9,27.29,-0.39,-0.4,N
2021,8,2021.58,26.32,26.86,-0.53,-0.49,N
2021,9,2021.67,26.16,26.72,-0.55,-0.68,L
2021,10,2021.75,25.78,26.72,-0.94,-0.81,L
2021,11,2021.83,25.76,26.7,-0.94,-0.98,L
2021,12,2021.92,25.54,26.6,-1.06,-0.99,L
2022,1,2022.00,25.6,26.55,-0.95,-0.97,L
2022,2,2022.08,25.87,26.77,-0.9,-0.94,L
2022,3,2022.17,26.32,27.3,-0.98,-1,L
2022,4,2022.25,26.7,27.83,-1.13,NaN,M
2022,5,2022.33,NaN,27.94,NaN,NaN,M
2022,6,2022.42,NaN,27.73,NaN,NaN,M
2022,7,2022.50,NaN,27.29,NaN,NaN,M
2022,8,2022.58,NaN,26.86,NaN,NaN,M
2022,9,2022.67,NaN,26.72,NaN,NaN,M
2022,10,2022.75,NaN,26.72,NaN,NaN,M
2022,11,2022.83,NaN,26.7,NaN,NaN,M
2022,12,2022.92,NaN,26.6,NaN,NaN,M
